,Ticker,Attribute,Recent
619,BMY,Enterprise Value/Revenue 3,3.80
620,BMY,Enterprise Value/EBITDA 7,8.95
621,BR,Market Cap (intraday) 5,18.99B
622,BR,Enterprise Value 3,20.22B
623,BR,Trailing P/E,37.20
624,BR,Forward P/E 1,23.43
625,BR,PEG Ratio (5 yr expected) 1,2.26
626,BR,Price/Sales (ttm),3.94
627,BR,Price/Book (mrq),11.93
628,BR,Enterprise Value/Revenue 3,4.19
629,BR,Enterprise Value/EBITDA 7,20.23
630,BRK-B,Market Cap (intraday) 5,632.53B
631,BRK-B,Enterprise Value 3,-19.59B
632,BRK-B,Trailing P/E,0.00
633,BRK-B,Forward P/E 1,22.17
634,BRK-B,PEG Ratio (5 yr expected) 1,1.02
635,BRK-B,Price/Sales (ttm),2.42
636,BRK-B,Price/Book (mrq),0.00
637,BRK-B,Enterprise Value/Revenue 3,-0.08
638,BRK-B,Enterprise Value/EBITDA 7,-0.13
639,BRO,Market Cap (intraday) 5,16.28B
640,BRO,Enterprise Value 3,17.78B
641,BRO,Trailing P/E,28.78
642,BRO,Forward P/E 1,26.04
643,BRO,PEG Ratio (5 yr expected) 1,2.13
644,BRO,Price/Sales (ttm),5.70
645,BRO,Price/Book (mrq),4.13
646,BRO,Enterprise Value/Revenue 3,6.22
647,BRO,Enterprise Value/EBITDA 7,19.37
648,BSX,Market Cap (intraday) 5,59.74B
649,BSX,Enterprise Value 3,69.65B
650,BSX,Trailing P/E,298.16
651,BSX,Forward P/E 1,22.48
652,BSX,PEG Ratio (5 yr expected) 1,1.31
653,BSX,Price/Sales (ttm),5.90
654,BSX,Price/Book (mrq),3.80
655,BSX,Enterprise Value/Revenue 3,6.88
656,BSX,Enterprise Value/EBITDA 7,29.48
657,BWA,Market Cap (intraday) 5,10.37B
658,BWA,Enterprise Value 3,14.32B
659,BWA,Trailing P/E,22.05
660,BWA,Forward P/E 1,8.47
661,BWA,PEG Ratio (5 yr expected) 1,0.47
662,BWA,Price/Sales (ttm),0.73
663,BWA,Price/Book (mrq),1.63
664,BWA,Enterprise Value/Revenue 3,1.01
665,BWA,Enterprise Value/EBITDA 7,6.21
666,BXP,Market Cap (intraday) 5,17.18B
667,BXP,Enterprise Value 3,32.64B
668,BXP,Trailing P/E,37.61
669,BXP,Forward P/E 1,38.90
670,BXP,PEG Ratio (5 yr expected) 1,6.42
671,BXP,Price/Sales (ttm),6.26
672,BXP,Price/Book (mrq),2.97
673,BXP,Enterprise Value/Revenue 3,11.89
674,BXP,Enterprise Value/EBITDA 7,20.74
675,C,Market Cap (intraday) 5,147.71B
676,C,Enterprise Value 3,-218.19B
677,C,Trailing P/E,9.80
678,C,Forward P/E 1,9.17
679,C,PEG Ratio (5 yr expected) 1,0.25
680,C,Price/Sales (ttm),2.06
681,C,Price/Book (mrq),0.81
682,C,Enterprise Value/Revenue 3,-3.04
683,C,Enterprise Value/EBITDA 7,
684,CAG,Market Cap (intraday) 5,16.51B
685,CAG,Enterprise Value 3,26.96B
686,CAG,Trailing P/E,13.98
687,CAG,Forward P/E 1,12.67
688,CAG,PEG Ratio (5 yr expected) 1,7.40
689,CAG,Price/Sales (ttm),1.41
690,CAG,Price/Book (mrq),1.98
691,CAG,Enterprise Value/Revenue 3,2.30
692,CAG,Enterprise Value/EBITDA 7,10.66
693,CAH,Market Cap (intraday) 5,13.93B
694,CAH,Enterprise Value 3,18.34B
695,CAH,Trailing P/E,12.29
696,CAH,Forward P/E 1,7.72
697,CAH,PEG Ratio (5 yr expected) 1,1.41
698,CAH,Price/Sales (ttm),0.09
699,CAH,Price/Book (mrq),7.81
700,CAH,Enterprise Value/Revenue 3,0.11
701,CAH,Enterprise Value/EBITDA 7,7.12
702,CARR,Market Cap (intraday) 5,45.06B
703,CARR,Enterprise Value 3,57.21B
704,CARR,Trailing P/E,
705,CARR,Forward P/E 1,21.16
706,CARR,PEG Ratio (5 yr expected) 1,1.39
707,CARR,Price/Sales (ttm),2.28
708,CARR,Price/Book (mrq),
709,CARR,Enterprise Value/Revenue 3,2.90
710,CARR,Enterprise Value/EBITDA 7,20.69
711,CAT,Market Cap (intraday) 5,103.99B
712,CAT,Enterprise Value 3,146.95B
713,CAT,Trailing P/E,30.35
714,CAT,Forward P/E 1,15.24
715,CAT,PEG Ratio (5 yr expected) 1,0.67
716,CAT,Price/Sales (ttm),2.42
717,CAT,Price/Book (mrq),6.27
718,CAT,Enterprise Value/Revenue 3,3.42
719,CAT,Enterprise Value/EBITDA 7,18.82
720,CB,Market Cap (intraday) 5,77.8B
721,CB,Enterprise Value 3,94.51B
722,CB,Trailing P/E,14.05
723,CB,Forward P/E 1,12.55
724,CB,PEG Ratio (5 yr expected) 1,0.56
725,CB,Price/Sales (ttm),1.99
726,CB,Price/Book (mrq),1.32
727,CB,Enterprise Value/Revenue 3,2.42
728,CB,Enterprise Value/EBITDA 7,12.17
729,CBOE,Market Cap (intraday) 5,13.05B
730,CBOE,Enterprise Value 3,14.08B
731,CBOE,Trailing P/E,26.85
732,CBOE,Forward P/E 1,20.84
733,CBOE,PEG Ratio (5 yr expected) 1,9.10
734,CBOE,Price/Sales (ttm),3.78
735,CBOE,Price/Book (mrq),4.35
736,CBOE,Enterprise Value/Revenue 3,4.08
737,CBOE,Enterprise Value/EBITDA 7,16.16
738,CBRE,Market Cap (intraday) 5,32.48B
739,CBRE,Enterprise Value 3,33.23B
740,CBRE,Trailing P/E,38.84
741,CBRE,Forward P/E 1,18.33
742,CBRE,PEG Ratio (5 yr expected) 1,1.83
743,CBRE,Price/Sales (ttm),1.30
744,CBRE,Price/Book (mrq),4.41
745,CBRE,Enterprise Value/Revenue 3,1.33
746,CBRE,Enterprise Value/EBITDA 7,14.87
747,CCI,Market Cap (intraday) 5,73.87B
748,CCI,Enterprise Value 3,109.26B
749,CCI,Trailing P/E,81.58
750,CCI,Forward P/E 1,53.24
751,CCI,PEG Ratio (5 yr expected) 1,3.67
752,CCI,Price/Sales (ttm),12.22
753,CCI,Price/Book (mrq),8.27
754,CCI,Enterprise Value/Revenue 3,18.07
755,CCI,Enterprise Value/EBITDA 7,32.41
756,CCL,Market Cap (intraday) 5,29.41B
757,CCL,Enterprise Value 3,50.58B
758,CCL,Trailing P/E,
759,CCL,Forward P/E 1,85.17
760,CCL,PEG Ratio (5 yr expected) 1,0.04
761,CCL,Price/Sales (ttm),208.56
762,CCL,Price/Book (mrq),1.41
763,CCL,Enterprise Value/Revenue 3,358.70
764,CCL,Enterprise Value/EBITDA 7,-13.28
765,CDAY,Market Cap (intraday) 5,17.15B
766,CDAY,Enterprise Value 3,17.44B
767,CDAY,Trailing P/E,
768,CDAY,Forward P/E 1,212.76
769,CDAY,PEG Ratio (5 yr expected) 1,15.95
770,CDAY,Price/Sales (ttm),18.80
771,CDAY,Price/Book (mrq),7.92
772,CDAY,Enterprise Value/Revenue 3,19.12
773,CDAY,Enterprise Value/EBITDA 7,618.45
774,CDNS,Market Cap (intraday) 5,41.32B
775,CDNS,Enterprise Value 3,43.39B
776,CDNS,Trailing P/E,63.46
777,CDNS,Forward P/E 1,42.79
778,CDNS,PEG Ratio (5 yr expected) 1,4.45
779,CDNS,Price/Sales (ttm),14.29
780,CDNS,Price/Book (mrq),16.25
781,CDNS,Enterprise Value/Revenue 3,15.01
782,CDNS,Enterprise Value/EBITDA 7,48.16
783,CDW,Market Cap (intraday) 5,24.42B
784,CDW,Enterprise Value 3,31.19B
785,CDW,Trailing P/E,29.44
786,CDW,Forward P/E 1,20.76
787,CDW,PEG Ratio (5 yr expected) 1,2.07
788,CDW,Price/Sales (ttm),1.24
789,CDW,Price/Book (mrq),20.90
790,CDW,Enterprise Value/Revenue 3,1.58
791,CDW,Enterprise Value/EBITDA 7,18.87
792,CE,Market Cap (intraday) 5,17.53B
793,CE,Enterprise Value 3,20.71B
794,CE,Trailing P/E,8.72
795,CE,Forward P/E 1,11.15
796,CE,PEG Ratio (5 yr expected) 1,0.33
797,CE,Price/Sales (ttm),2.50
798,CE,Price/Book (mrq),4.95
799,CE,Enterprise Value/Revenue 3,2.96
800,CE,Enterprise Value/EBITDA 7,12.18
801,CERN,Market Cap (intraday) 5,20.93B
802,CERN,Enterprise Value 3,23.94B
803,CERN,Trailing P/E,26.59
804,CERN,Forward P/E 1,19.40
805,CERN,PEG Ratio (5 yr expected) 1,1.98
806,CERN,Price/Sales (ttm),3.82
807,CERN,Price/Book (mrq),4.86
808,CERN,Enterprise Value/Revenue 3,4.37
809,CERN,Enterprise Value/EBITDA 7,18.42
810,CF,Market Cap (intraday) 5,12.54B
811,CF,Enterprise Value 3,15.77B
812,CF,Trailing P/E,31.39
813,CF,Forward P/E 1,13.38
814,CF,PEG Ratio (5 yr expected) 1,-2.02
815,CF,Price/Sales (ttm),2.98
816,CF,Price/Book (mrq),4.14
817,CF,Enterprise Value/Revenue 3,3.75
818,CF,Enterprise Value/EBITDA 7,9.91
819,CFG,Market Cap (intraday) 5,20.4B
820,CFG,Enterprise Value 3,13.21B
821,CFG,Trailing P/E,13.45
822,CFG,Forward P/E 1,11.17
823,CFG,PEG Ratio (5 yr expected) 1,-3.08
824,CFG,Price/Sales (ttm),3.11
825,CFG,Price/Book (mrq),0.99
826,CFG,Enterprise Value/Revenue 3,2.01
827,CFG,Enterprise Value/EBITDA 7,
828,CHD,Market Cap (intraday) 5,20.09B
829,CHD,Enterprise Value 3,22.52B
830,CHD,Trailing P/E,26.60
831,CHD,Forward P/E 1,25.21
832,CHD,PEG Ratio (5 yr expected) 1,3.84
833,CHD,Price/Sales (ttm),3.98
834,CHD,Price/Book (mrq),6.26
835,CHD,Enterprise Value/Revenue 3,4.46
836,CHD,Enterprise Value/EBITDA 7,20.11
837,CHRW,Market Cap (intraday) 5,11.72B
838,CHRW,Enterprise Value 3,14B
839,CHRW,Trailing P/E,19.90
840,CHRW,Forward P/E 1,16.79
841,CHRW,PEG Ratio (5 yr expected) 1,1.60
842,CHRW,Price/Sales (ttm),0.68
843,CHRW,Price/Book (mrq),6.29
844,CHRW,Enterprise Value/Revenue 3,0.81
845,CHRW,Enterprise Value/EBITDA 7,16.20
846,CHTR,Market Cap (intraday) 5,139.3B
847,CHTR,Enterprise Value 3,237.4B
848,CHTR,Trailing P/E,41.73
849,CHTR,Forward P/E 1,24.60
850,CHTR,PEG Ratio (5 yr expected) 1,1.05
851,CHTR,Price/Sales (ttm),2.79
852,CHTR,Price/Book (mrq),6.63
853,CHTR,Enterprise Value/Revenue 3,4.75
854,CHTR,Enterprise Value/EBITDA 7,12.30
855,CI,Market Cap (intraday) 5,68.27B
856,CI,Enterprise Value 3,98.98B
857,CI,Trailing P/E,8.56
858,CI,Forward P/E 1,8.86
859,CI,PEG Ratio (5 yr expected) 1,0.78
860,CI,Price/Sales (ttm),0.41
861,CI,Price/Book (mrq),1.42
862,CI,Enterprise Value/Revenue 3,0.59
863,CI,Enterprise Value/EBITDA 7,9.90
864,CINF,Market Cap (intraday) 5,18.36B
865,CINF,Enterprise Value 3,18.65B
866,CINF,Trailing P/E,6.04
867,CINF,Forward P/E 1,23.02
868,CINF,PEG Ratio (5 yr expected) 1,1.55
869,CINF,Price/Sales (ttm),1.86
870,CINF,Price/Book (mrq),1.65
871,CINF,Enterprise Value/Revenue 3,1.89
872,CINF,Enterprise Value/EBITDA 7,4.69
873,CL,Market Cap (intraday) 5,62.84B
874,CL,Enterprise Value 3,76.14B
875,CL,Trailing P/E,23.88
876,CL,Forward P/E 1,21.47
877,CL,PEG Ratio (5 yr expected) 1,3.38
878,CL,Price/Sales (ttm),3.76
879,CL,Price/Book (mrq),239.61
880,CL,Enterprise Value/Revenue 3,4.55
881,CL,Enterprise Value/EBITDA 7,17.37
882,CLX,Market Cap (intraday) 5,20.31B
883,CLX,Enterprise Value 3,23.69B
884,CLX,Trailing P/E,22.69
885,CLX,Forward P/E 1,24.45
886,CLX,PEG Ratio (5 yr expected) 1,20.57
887,CLX,Price/Sales (ttm),2.77
888,CLX,Price/Book (mrq),27.33
889,CLX,Enterprise Value/Revenue 3,3.23
890,CLX,Enterprise Value/EBITDA 7,16.65
891,CMA,Market Cap (intraday) 5,11.51B
892,CMA,Enterprise Value 3,-4.41B
893,CMA,Trailing P/E,13.43
894,CMA,Forward P/E 1,15.21
895,CMA,PEG Ratio (5 yr expected) 1,-0.87
896,CMA,Price/Sales (ttm),3.56
897,CMA,Price/Book (mrq),1.48
898,CMA,Enterprise Value/Revenue 3,-1.36
899,CMA,Enterprise Value/EBITDA 7,
900,CMCSA,Market Cap (intraday) 5,257.51B
901,CMCSA,Enterprise Value 3,366.11B
902,CMCSA,Trailing P/E,22.15
903,CMCSA,Forward P/E 1,14.71
904,CMCSA,PEG Ratio (5 yr expected) 1,1.06
905,CMCSA,Price/Sales (ttm),2.36
906,CMCSA,Price/Book (mrq),2.78
907,CMCSA,Enterprise Value/Revenue 3,3.36
908,CMCSA,Enterprise Value/EBITDA 7,11.49
909,CME,Market Cap (intraday) 5,70.89B
910,CME,Enterprise Value 3,70.75B
911,CME,Trailing P/E,37.04
912,CME,Forward P/E 1,26.86
913,CME,PEG Ratio (5 yr expected) 1,5.92
914,CME,Price/Sales (ttm),15.41
915,CME,Price/Book (mrq),2.67
916,CME,Enterprise Value/Revenue 3,15.38
917,CME,Enterprise Value/EBITDA 7,24.33
918,CMG,Market Cap (intraday) 5,51.48B
919,CMG,Enterprise Value 3,42.94B
920,CMG,Trailing P/E,128.13
921,CMG,Forward P/E 1,54.52
922,CMG,PEG Ratio (5 yr expected) 1,1.28
923,CMG,Price/Sales (ttm),8.15
924,CMG,Price/Book (mrq),24.55
925,CMG,Enterprise Value/Revenue 3,6.80
926,CMG,Enterprise Value/EBITDA 7,65.35
927,CMI,Market Cap (intraday) 5,33.51B
928,CMI,Enterprise Value 3,36.07B
929,CMI,Trailing P/E,18.10
930,CMI,Forward P/E 1,12.04
931,CMI,PEG Ratio (5 yr expected) 1,0.80
932,CMI,Price/Sales (ttm),1.45
933,CMI,Price/Book (mrq),4.13
934,CMI,Enterprise Value/Revenue 3,1.56
935,CMI,Enterprise Value/EBITDA 7,11.72
936,CMS,Market Cap (intraday) 5,17.38B
937,CMS,Enterprise Value 3,31.21B
938,CMS,Trailing P/E,19.98
939,CMS,Forward P/E 1,20.85
940,CMS,PEG Ratio (5 yr expected) 1,4.10
941,CMS,Price/Sales (ttm),2.46
942,CMS,Price/Book (mrq),3.04
943,CMS,Enterprise Value/Revenue 3,4.42
944,CMS,Enterprise Value/EBITDA 7,12.25
945,CNC,Market Cap (intraday) 5,36.16B
946,CNC,Enterprise Value 3,49.31B
947,CNC,Trailing P/E,14.82
948,CNC,Forward P/E 1,10.77
949,CNC,PEG Ratio (5 yr expected) 1,1.13
950,CNC,Price/Sales (ttm),0.33
951,CNC,Price/Book (mrq),1.37
952,CNC,Enterprise Value/Revenue 3,0.46
953,CNC,Enterprise Value/EBITDA 7,8.12
954,CNP,Market Cap (intraday) 5,13.87B
955,CNP,Enterprise Value 3,31.68B
956,CNP,Trailing P/E,
957,CNP,Forward P/E 1,17.71
958,CNP,PEG Ratio (5 yr expected) 1,3.92
959,CNP,Price/Sales (ttm),1.74
960,CNP,Price/Book (mrq),2.32
961,CNP,Enterprise Value/Revenue 3,3.98
962,CNP,Enterprise Value/EBITDA 7,13.05
963,COF,Market Cap (intraday) 5,75.11B
964,COF,Enterprise Value 3,80.83B
965,COF,Trailing P/E,10.87
966,COF,Forward P/E 1,9.40
967,COF,PEG Ratio (5 yr expected) 1,0.14
968,COF,Price/Sales (ttm),2.46
969,COF,Price/Book (mrq),1.35
970,COF,Enterprise Value/Revenue 3,2.64
971,COF,Enterprise Value/EBITDA 7,
972,COO,Market Cap (intraday) 5,20.03B
973,COO,Enterprise Value 3,22.1B
974,COO,Trailing P/E,8.56
975,COO,Forward P/E 1,27.70
976,COO,PEG Ratio (5 yr expected) 1,3.37
977,COO,Price/Sales (ttm),7.53
978,COO,Price/Book (mrq),3.25
979,COO,Enterprise Value/Revenue 3,8.31
980,COO,Enterprise Value/EBITDA 7,26.38
981,COP,Market Cap (intraday) 5,96.09B
982,COP,Enterprise Value 3,83.98B
983,COP,Trailing P/E,11867.50
984,COP,Forward P/E 1,13.61
985,COP,PEG Ratio (5 yr expected) 1,-6.62
986,COP,Price/Sales (ttm),3.24
987,COP,Price/Book (mrq),2.23
988,COP,Enterprise Value/Revenue 3,2.83
989,COP,Enterprise Value/EBITDA 7,8.08
990,COST,Market Cap (intraday) 5,196.39B
991,COST,Enterprise Value 3,198.08B
992,COST,Trailing P/E,45.38
993,COST,Forward P/E 1,37.74
994,COST,PEG Ratio (5 yr expected) 1,3.98
995,COST,Price/Sales (ttm),1.00
996,COST,Price/Book (mrq),12.55
997,COST,Enterprise Value/Revenue 3,1.01
998,COST,Enterprise Value/EBITDA 7,23.76
999,CPB,Market Cap (intraday) 5,12.66B
1000,CPB,Enterprise Value 3,17.96B
1001,CPB,Trailing P/E,15.72
1002,CPB,Forward P/E 1,14.17
1003,CPB,PEG Ratio (5 yr expected) 1,3.77
1004,CPB,Price/Sales (ttm),1.45
1005,CPB,Price/Book (mrq),4.33
1006,CPB,Enterprise Value/Revenue 3,2.06
1007,CPB,Enterprise Value/EBITDA 7,10.67
1008,CPRT,Market Cap (intraday) 5,32.09B
1009,CPRT,Enterprise Value 3,30.74B
1010,CPRT,Trailing P/E,38.53
1011,CPRT,Forward P/E 1,31.62
1012,CPRT,PEG Ratio (5 yr expected) 1,1.62
1013,CPRT,Price/Sales (ttm),13.00
1014,CPRT,Price/Book (mrq),9.88
1015,CPRT,Enterprise Value/Revenue 3,12.45
1016,CPRT,Enterprise Value/EBITDA 7,26.73
1017,CRL,Market Cap (intraday) 5,20.24B
1018,CRL,Enterprise Value 3,24.14B
1019,CRL,Trailing P/E,54.69
1020,CRL,Forward P/E 1,34.69
1021,CRL,PEG Ratio (5 yr expected) 1,2.63
1022,CRL,Price/Sales (ttm),6.18
1023,CRL,Price/Book (mrq),9.26
1024,CRL,Enterprise Value/Revenue 3,7.37
1025,CRL,Enterprise Value/EBITDA 7,30.38
1026,CRM,Market Cap (intraday) 5,251.51B
1027,CRM,Enterprise Value 3,215.2B
1028,CRM,Trailing P/E,62.26
1029,CRM,Forward P/E 1,61.29
1030,CRM,PEG Ratio (5 yr expected) 1,5.79
1031,CRM,Price/Sales (ttm),11.25
1032,CRM,Price/Book (mrq),6.04
1033,CRM,Enterprise Value/Revenue 3,9.63
1034,CRM,Enterprise Value/EBITDA 7,61.91
1035,CSCO,Market Cap (intraday) 5,223.73B
1036,CSCO,Enterprise Value 3,223.23B
1037,CSCO,Trailing P/E,21.95
1038,CSCO,Forward P/E 1,14.51
1039,CSCO,PEG Ratio (5 yr expected) 1,2.69
1040,CSCO,Price/Sales (ttm),4.58
1041,CSCO,Price/Book (mrq),5.57
1042,CSCO,Enterprise Value/Revenue 3,4.57
1043,CSCO,Enterprise Value/EBITDA 7,14.63
1044,CSX,Market Cap (intraday) 5,24.01B
1045,CSX,Enterprise Value 3,83.28B
1046,CSX,Trailing P/E,8.98
1047,CSX,Forward P/E 1,18.54
1048,CSX,PEG Ratio (5 yr expected) 1,1.39
1049,CSX,Price/Sales (ttm),2.13
1050,CSX,Price/Book (mrq),1.83
1051,CSX,Enterprise Value/Revenue 3,7.39
1052,CSX,Enterprise Value/EBITDA 7,13.31
1053,CTAS,Market Cap (intraday) 5,41.03B
1054,CTAS,Enterprise Value 3,43.34B
1055,CTAS,Trailing P/E,42.75
1056,CTAS,Forward P/E 1,33.35
1057,CTAS,PEG Ratio (5 yr expected) 1,3.31
1058,CTAS,Price/Sales (ttm),5.77
1059,CTAS,Price/Book (mrq),10.75
1060,CTAS,Enterprise Value/Revenue 3,6.09
1061,CTAS,Enterprise Value/EBITDA 7,25.91
1062,CTLT,Market Cap (intraday) 5,21.99B
1063,CTLT,Enterprise Value 3,26.7B
1064,CTLT,Trailing P/E,43.71
1065,CTLT,Forward P/E 1,32.68
1066,CTLT,PEG Ratio (5 yr expected) 1,2.41
1067,CTLT,Price/Sales (ttm),5.50
1068,CTLT,Price/Book (mrq),5.92
1069,CTLT,Enterprise Value/Revenue 3,6.68
1070,CTLT,Enterprise Value/EBITDA 7,27.98
1071,CTRA,Market Cap (intraday) 5,422.36M
1072,CTRA,Enterprise Value 3,
1073,CTRA,Trailing P/E,
1074,CTRA,Forward P/E 1,
1075,CTRA,PEG Ratio (5 yr expected) 1,
1076,CTRA,Price/Sales (ttm),
1077,CTRA,Price/Book (mrq),
1078,CTRA,Enterprise Value/Revenue 3,
1079,CTRA,Enterprise Value/EBITDA 7,
1080,CTSH,Market Cap (intraday) 5,38.54B
1081,CTSH,Enterprise Value 3,36.01B
1082,CTSH,Trailing P/E,25.67
1083,CTSH,Forward P/E 1,16.38
1084,CTSH,PEG Ratio (5 yr expected) 1,1.59
1085,CTSH,Price/Sales (ttm),2.29
1086,CTSH,Price/Book (mrq),3.50
1087,CTSH,Enterprise Value/Revenue 3,2.14
1088,CTSH,Enterprise Value/EBITDA 7,12.21
1089,CTVA,Market Cap (intraday) 5,30.75B
1090,CTVA,Enterprise Value 3,30.67B
1091,CTVA,Trailing P/E,
1092,CTVA,Forward P/E 1,16.62
1093,CTVA,PEG Ratio (5 yr expected) 1,1.00
1094,CTVA,Price/Sales (ttm),2.07
1095,CTVA,Price/Book (mrq),1.28
1096,CTVA,Enterprise Value/Revenue 3,2.06
1097,CTVA,Enterprise Value/EBITDA 7,9.69
1098,CTXS,Market Cap (intraday) 5,13.07B
1099,CTXS,Enterprise Value 3,16.51B
1100,CTXS,Trailing P/E,32.06
1101,CTXS,Forward P/E 1,18.40
1102,CTXS,PEG Ratio (5 yr expected) 1,1.89
1103,CTXS,Price/Sales (ttm),4.13
1104,CTXS,Price/Book (mrq),52.00
1105,CTXS,Enterprise Value/Revenue 3,5.22
1106,CTXS,Enterprise Value/EBITDA 7,26.59
1107,CVS,Market Cap (intraday) 5,108.1B
1108,CVS,Enterprise Value 3,184.43B
1109,CVS,Trailing P/E,14.62
1110,CVS,Forward P/E 1,9.99
1111,CVS,PEG Ratio (5 yr expected) 1,1.76
1112,CVS,Price/Sales (ttm),0.40
1113,CVS,Price/Book (mrq),1.52
1114,CVS,Enterprise Value/Revenue 3,0.68
1115,CVS,Enterprise Value/EBITDA 7,10.19
1116,CVX,Market Cap (intraday) 5,201.3B
1117,CVX,Enterprise Value 3,240.91B
1118,CVX,Trailing P/E,55.25
1119,CVX,Forward P/E 1,13.04
1120,CVX,PEG Ratio (5 yr expected) 1,-2.91
1121,CVX,Price/Sales (ttm),1.73
1122,CVX,Price/Book (mrq),1.51
1123,CVX,Enterprise Value/Revenue 3,2.08
1124,CVX,Enterprise Value/EBITDA 7,11.02
1125,CZR,Market Cap (intraday) 5,25.32B
1126,CZR,Enterprise Value 3,49.72B
1127,CZR,Trailing P/E,
1128,CZR,Forward P/E 1,79.48
1129,CZR,PEG Ratio (5 yr expected) 1,-2.24
1130,CZR,Price/Sales (ttm),3.54
1131,CZR,Price/Book (mrq),4.78
1132,CZR,Enterprise Value/Revenue 3,6.95
1133,CZR,Enterprise Value/EBITDA 7,24.81
1134,D,Market Cap (intraday) 5,58.69B
1135,D,Enterprise Value 3,101.56B
1136,D,Trailing P/E,26.26
1137,D,Forward P/E 1,17.58
1138,D,PEG Ratio (5 yr expected) 1,3.07
1139,D,Price/Sales (ttm),4.18
1140,D,Price/Book (mrq),2.42
1141,D,Enterprise Value/Revenue 3,7.24
1142,D,Enterprise Value/EBITDA 7,16.17
1143,DAL,Market Cap (intraday) 5,28.05B
1144,DAL,Enterprise Value 3,49.72B
1145,DAL,Trailing P/E,
1146,DAL,Forward P/E 1,10.64
1147,DAL,PEG Ratio (5 yr expected) 1,0.44
1148,DAL,Price/Sales (ttm),1.53
1149,DAL,Price/Book (mrq),21.71
1150,DAL,Enterprise Value/Revenue 3,2.71
1151,DAL,Enterprise Value/EBITDA 7,-7.48
1152,DD,Market Cap (intraday) 5,36.08B
1153,DD,Enterprise Value 3,44.79B
1154,DD,Trailing P/E,7.47
1155,DD,Forward P/E 1,13.96
1156,DD,PEG Ratio (5 yr expected) 1,1.25
1157,DD,Price/Sales (ttm),1.67
1158,DD,Price/Book (mrq),1.35
1159,DD,Enterprise Value/Revenue 3,2.08
1160,DD,Enterprise Value/EBITDA 7,8.32
1161,DE,Market Cap (intraday) 5,103.04B
1162,DE,Enterprise Value 3,146.26B
1163,DE,Trailing P/E,19.28
1164,DE,Forward P/E 1,14.96
1165,DE,PEG Ratio (5 yr expected) 1,0.49
1166,DE,Price/Sales (ttm),2.43
1167,DE,Price/Book (mrq),6.55
1168,DE,Enterprise Value/Revenue 3,3.45
1169,DE,Enterprise Value/EBITDA 7,16.53
1170,DFS,Market Cap (intraday) 5,37.46B
1171,DFS,Enterprise Value 3,42.69B
1172,DFS,Trailing P/E,8.01
1173,DFS,Forward P/E 1,9.95
1174,DFS,PEG Ratio (5 yr expected) 1,0.13
1175,DFS,Price/Sales (ttm),3.45
1176,DFS,Price/Book (mrq),3.11
1177,DFS,Enterprise Value/Revenue 3,3.93
1178,DFS,Enterprise Value/EBITDA 7,
1179,DG,Market Cap (intraday) 5,48B
1180,DG,Enterprise Value 3,61.6B
1181,DG,Trailing P/E,19.67
1182,DG,Forward P/E 1,18.24
1183,DG,PEG Ratio (5 yr expected) 1,3.33
1184,DG,Price/Sales (ttm),1.43
1185,DG,Price/Book (mrq),7.80
1186,DG,Enterprise Value/Revenue 3,1.83
1187,DG,Enterprise Value/EBITDA 7,15.34
1188,DGX,Market Cap (intraday) 5,17.08B
1189,DGX,Enterprise Value 3,21.46B
1190,DGX,Trailing P/E,8.36
1191,DGX,Forward P/E 1,16.90
1192,DGX,PEG Ratio (5 yr expected) 1,-1.53
1193,DGX,Price/Sales (ttm),1.54
1194,DGX,Price/Book (mrq),2.89
1195,DGX,Enterprise Value/Revenue 3,1.94
1196,DGX,Enterprise Value/EBITDA 7,6.58
1197,DHI,Market Cap (intraday) 5,29.72B
1198,DHI,Enterprise Value 3,32.67B
1199,DHI,Trailing P/E,8.32
1200,DHI,Forward P/E 1,6.35
1201,DHI,PEG Ratio (5 yr expected) 1,1.24
1202,DHI,Price/Sales (ttm),1.14
1203,DHI,Price/Book (mrq),2.15
1204,DHI,Enterprise Value/Revenue 3,1.25
1205,DHI,Enterprise Value/EBITDA 7,6.82
1206,DHR,Market Cap (intraday) 5,211.21B
1207,DHR,Enterprise Value 3,229.64B
1208,DHR,Trailing P/E,39.36
1209,DHR,Forward P/E 1,30.22
1210,DHR,PEG Ratio (5 yr expected) 1,2.01
1211,DHR,Price/Sales (ttm),7.90
1212,DHR,Price/Book (mrq),5.35
1213,DHR,Enterprise Value/Revenue 3,8.59
1214,DHR,Enterprise Value/EBITDA 7,25.41
1215,DIS,Market Cap (intraday) 5,314.87B
1216,DIS,Enterprise Value 3,368.84B
1217,DIS,Trailing P/E,284.07
1218,DIS,Forward P/E 1,40.20
1219,DIS,PEG Ratio (5 yr expected) 1,1.76
1220,DIS,Price/Sales (ttm),4.95
1221,DIS,Price/Book (mrq),3.59
1222,DIS,Enterprise Value/Revenue 3,5.80
1223,DIS,Enterprise Value/EBITDA 7,48.17
1224,DISCA,Market Cap (intraday) 5,12.64B
1225,DISCA,Enterprise Value 3,30.54B
1226,DISCA,Trailing P/E,15.16
1227,DISCA,Forward P/E 1,7.88
1228,DISCA,PEG Ratio (5 yr expected) 1,1.30
1229,DISCA,Price/Sales (ttm),1.12
1230,DISCA,Price/Book (mrq),1.44
1231,DISCA,Enterprise Value/Revenue 3,2.70
1232,DISCA,Enterprise Value/EBITDA 7,8.07
